FID;id;nom_comm;insee_comm;superficie;population;insee_dep;nom_comm_1;nouvelles;EPCI;INSEE_ID
1096;BDCSURCO0000000009600840;La Gaubretière;85097;3015;3048;85; ; ;Communauté de communes du Pays de Mortagne;85097
1097;BDCSURCO0000000009601497;La Génétouze;85098;1330;1870;85; ; ;Communauté de communes de Vie et Boulogne;85098
1098;BDCSURCO0000000009602106;Le Girouard;85099;2551;1000;85; ; ;Communauté de communes Pays des Achards;85099
1099;BDCSURCO0000000009601504;Givrand;85100;1181;2057;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85100
1100;BDCSURCO0000000009602509;Le Givre;85101;1249;480;85; ; ;Communauté de communes du Montierrois Talmondais;85101
1101;BDCSURCO0000000009601066;Grand'Landes;85102;2033;621;85; ; ;Communauté de communes de Vie et Boulogne;85102
1102;BDCSURCO0000000009602107;Grosbreuil;85103;3669;2147;85; ; ;Communauté de communes du Montierrois Talmondais;85103
1103;BDCSURCO0000000009602734;Grues;85104;4770;841;85; ; ;Communauté de communes du Sud Vendée Littoral;85104
1104;BDCSURCO0000000009602729;Le Gué-de-Velluire;85105;1284;539;85; ; ;Communauté de communes du Sud Vendée Littoral;85105
1105;BDCSURCO0000000009600400;La Guérinière;85106;790;1371;85; ; ;Communauté de communes de l'Ile de Noirmoutier;85106
1106;BDCSURCO0000000009600628;La Guyonnière;85107;2318;2738;85; ; ;Communauté de communes Montaigu-Rocheservière;85107
1107;BDCSURCO0000000009600845;L'Herbergement;85108;1693;3066;85; ; ;Communauté de communes Montaigu-Rocheservière;85108
1108;BDCSURCO0000000009601057;Les Herbiers;85109;8887;16032;85; ; ;Communauté de communes du Pays des Herbiers;85109
1109;BDCSURCO0000000009602285;L'Hermenault;85110;1143;872;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85110
1110;BDCSURCO0000000009602958;L'Ile-d'Elle;85111;1920;1540;85; ; ;Communauté de communes du Sud Vendée Littoral;85111
1111;BDCSURCO0000000009602109;L'Ile-d'Olonne;85112;1956;2739;85; ; ;Les Sables d’Olonnes Agglomération;85112
1112;BDCSURCO0000000009601508;L'Ile-d'Yeu;85113;2466;4703;85; ; ; ;85113
1113;BDCSURCO0000000009602515;Jard-sur-Mer;85114;1682;2634;85; ; ;Communauté de communes du Montierrois Talmondais;85114
1114;BDCSURCO0000000009601887;La Jaudonnière;85115;828;628;85; ; ;Communauté de communes du Sud Vendée Littoral;85115
1115;BDCSURCO0000000009602510;La Jonchère;85116;1154;422;85; ; ;Communauté de communes du Montierrois Talmondais;85116
1116;BDCSURCO0000000009602504;Lairoux;85117;1331;603;85; ; ;Communauté de communes du Sud Vendée Littoral;85117
1117;BDCSURCO0000000009601698;Landeronde;85118;1827;2279;85; ; ;La Roche sur Yon Agglomération;85118
1118;BDCSURCO0000000009600623;Les Landes-Genusson;85119;3127;2259;85; ; ;Communauté de communes du Pays de Mortagne;85119
1119;BDCSURCO0000000009601702;Landevieille;85120;1382;1343;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85120
1120;BDCSURCO0000000009602498;Le Langon;85121;2377;1106;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85121
1121;BDCSURCO0000000009602721;Liez;85123;848;273;85; ; ;Communauté de communes Vendée Sèvre Autise;85123
1122;BDCSURCO0000000009601880;Loge-Fougereuse;85125;1035;375;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85125
1123;BDCSURCO0000000009602493;Longèves;85126;1191;1321;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85126
1124;BDCSURCO0000000009602736;Longeville-sur-Mer;85127;3803;2460;85; ; ;Communauté de communes du Montierrois Talmondais;85127
1125;BDCSURCO0000000009602501;Luçon;85128;3142;9313;85; ; ;Communauté de communes du Sud Vendée Littoral;85128
1126;BDCSURCO0000000009601064;Les Lucs-sur-Boulogne;85129;5319;3374;85; ; ;Communauté de communes de Vie et Boulogne;85129
1127;BDCSURCO0000000009601282;Maché;85130;1816;1402;85; ; ;Communauté de communes de Vie et Boulogne;85130
1128;BDCSURCO0000000009602503;Les Magnils-Reigniers;85131;1807;1597;85; ; ;Communauté de communes du Sud Vendée Littoral;85131
1129;BDCSURCO0000000009602955;Maillé;85132;1768;763;85; ; ;Communauté de communes Vendée Sèvre Autise;85132
1130;BDCSURCO0000000009602952;Maillezais;85133;2049;990;85; ; ;Communauté de communes Vendée Sèvre Autise;85133
1131;BDCSURCO0000000009600836;Mallièvre;85134;22;257;85; ; ;Communauté de communes du Pays de Mortagne;85134
1132;BDCSURCO0000000009602293;Mareuil-sur-Lay-Dissais;85135;2570;2778;85; ; ;Communauté de communes du Sud Vendée Littoral;85135
1133;BDCSURCO0000000009602081;Marillet;85136;421;112;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85136
1134;BDCSURCO0000000009602284;Marsais-Sainte-Radégonde;85137;1472;552;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85137
1135;BDCSURCO0000000009601700;Martinet;85138;1840;1052;85; ; ;Communauté de communes Pays des Achards;85138
1136;BDCSURCO0000000009602951;Le Mazeau;85139;832;456;85; ; ;Communauté de communes Vendée Sèvre Autise;85139
1137;BDCSURCO0000000009601481;La Meilleraie-Tillay;85140;2021;1564;85; ; ;Communauté de communes du Pays de Pouzauges;85140
1138;BDCSURCO0000000009601478;Menomblet;85141;2119;631;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85141
1139;BDCSURCO0000000009601493;La Merlatière;85142;1504;986;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85142
1140;BDCSURCO0000000009602281;Mervent;85143;2249;1061;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85143
1141;BDCSURCO0000000009601058;Mesnard-la-Barotière;85144;1185;1357;85; ; ;Communauté de communes du Pays des Herbiers;85144
1142;BDCSURCO0000000009601482;Monsireigne;85145;2092;969;85; ; ;Communauté de communes du Pays de Pouzauges;85145
1143;BDCSURCO0000000009600627;Montaigu;85146;306;5149;85; ; ;Communauté de communes Montaigu-Rocheservière;85146
1144;BDCSURCO0000000009601479;Montournais;85147;2946;1694;85; ; ;Communauté de communes du Pays de Pouzauges;85147
1145;BDCSURCO0000000009602724;Montreuil;85148;1204;794;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85148
1146;BDCSURCO0000000009602502;Moreilles;85149;1979;369;85; ; ;Communauté de communes du Sud Vendée Littoral;85149
1147;BDCSURCO0000000009600619;Mortagne-sur-Sèvre;85151;2206;5953;85; ; ;Communauté de communes du Pays de Mortagne;85151
1148;BDCSURCO0000000009601900;Les Achards;85152;3045;4849;85;Les Achards;CN;Communauté de communes Pays des Achards;85152
1149;BDCSURCO0000000009601486;Mouchamps;85153;5487;2839;85; ; ;Communauté de communes du Pays des Herbiers;85153
1150;BDCSURCO0000000009601881;Mouilleron-Saint-Germain;85154;2866;1834;85;Mouilleron-Saint-Germain;CN;Communauté de communes du Pays de la Châtaigneraie;85154
1151;BDCSURCO0000000009601496;Mouilleron-le-Captif;85155;1989;4846;85; ; ;La Roche sur Yon Agglomération;85155
1152;BDCSURCO0000000009602299;Moutiers-les-Mauxfaits;85156;925;2066;85; ; ;Communauté de communes du Montierrois Talmondais;85156
1153;BDCSURCO0000000009602097;Moutiers-sur-le-Lay;85157;1840;737;85; ; ;Communauté de communes du Sud Vendée Littoral;85157
1154;BDCSURCO0000000009602497;Mouzeuil-Saint-Martin;85158;2603;1239;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85158
1155;BDCSURCO0000000009602499;Nalliers;85159;3284;2314;85; ; ;Communauté de communes du Sud Vendée Littoral;85159
1156;BDCSURCO0000000009602103;Nesmy;85160;2462;2803;85; ; ;La Roche sur Yon Agglomération;85160
1157;BDCSURCO0000000009602105;Nieul-le-Dolent;85161;2802;2447;85; ; ;Communauté de communes Pays des Achards;85161
1158;BDCSURCO0000000009602720;Nieul-sur-l'Autise;85162;2274;1292;85; ; ;Communauté de communes Vendée Sèvre Autise;85162
1159;BDCSURCO0000000009600401;Noirmoutier-en-l'Ile;85163;1997;4627;85; ; ;Communauté de communes de l'Ile de Noirmoutier;85163
1160;BDCSURCO0000000009601073;Notre-Dame-de-Monts;85164;2076;2020;85; ; ;Communauté de communes Océan Marais de Monts;85164
1161;BDCSURCO0000000009602111;Olonne-sur-Mer;85166;4608;14863;85; ; ;Les Sables d’Olonnes Agglomération;85166
1162;BDCSURCO0000000009602282;L'Orbrie;85167;966;807;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85167
1163;BDCSURCO0000000009602719;Oulmes;85168;930;815;85; ; ;Communauté de communes Vendée Sèvre Autise;85168
1164;BDCSURCO0000000009601068;Palluau;85169;749;1085;85; ; ;Communauté de communes de Vie et Boulogne;85169
1165;BDCSURCO0000000009602296;Péault;85171;908;581;85; ; ;Communauté de communes du Sud Vendée Littoral;85171
1166;BDCSURCO0000000009601287;Le Perrier;85172;3300;1927;85; ; ;Communauté de communes Océan Marais de Monts;85172
1167;BDCSURCO0000000009602494;Petosse;85174;1590;685;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85174
1168;BDCSURCO0000000009601891;Les Pineaux;85175;1734;618;85; ; ;Communauté de communes du Sud Vendée Littoral;85175
1169;BDCSURCO0000000009602283;Pissotte;85176;1192;1125;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85176
1170;BDCSURCO0000000009602728;Le Poiré-sur-Velluire;85177;1702;656;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85177
1171;BDCSURCO0000000009601498;Le Poiré-sur-Vie;85178;7200;8331;85; ; ;Communauté de communes de Vie et Boulogne;85178
1172;BDCSURCO0000000009602302;Poiroux;85179;2573;1028;85; ; ;Communauté de communes du Montierrois Talmondais;85179
1173;BDCSURCO0000000009602289;Pouillé;85181;1723;638;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85181
1174;BDCSURCO0000000009601480;Pouzauges;85182;3652;5531;85; ; ;Communauté de communes du Pays de Pouzauges;85182
1175;BDCSURCO0000000009602084;Puy-de-Serre;85184;1388;324;85; ; ;Communauté de communes Vendée Sèvre Autise;85184
1176;BDCSURCO0000000009602960;Puyravault;85185;1725;691;85; ; ;Communauté de communes du Sud Vendée Littoral;85185
1177;BDCSURCO0000000009601061;La Rabatelière;85186;825;947;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85186
1178;BDCSURCO0000000009601689;Réaumur;85187;2224;823;85; ; ;Communauté de communes du Pays de Pouzauges;85187
1179;BDCSURCO0000000009601889;La Réorthe;85188;2412;1105;85; ; ;Communauté de communes du Sud Vendée Littoral;85188
1180;BDCSURCO0000000009601286;Notre-Dame-de-Riez;85189;1475;2012;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85189
1181;BDCSURCO0000000009600849;Rocheservière;85190;2826;3143;85; ; ;Communauté de communes Montaigu-Rocheservière;85190
1182;BDCSURCO0000000009601895;La Roche-sur-Yon;85191;8779;53162;85; ; ;La Roche sur Yon Agglomération;85191
1183;BDCSURCO0000000009601271;Rochetrejoux;85192;1101;915;85; ; ;Communauté de communes du Pays de Chantonnay;85192
1184;BDCSURCO0000000009602102;Rosnay;85193;1422;599;85; ; ;Communauté de communes du Sud Vendée Littoral;85193
1185;BDCSURCO0000000009602303;Les Sables-d'Olonne;85194;870;14376;85; ; ;Les Sables d’Olonnes Agglomération;85194
1186;BDCSURCO0000000009601273;Saint-André-Goule-d'Oie;85196;2038;1781;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85196
1187;BDCSURCO0000000009600846;Montréverd;85197;4871;3519;85;Montréverd;CN;Communauté de communes Montaigu-Rocheservière;85197
1188;BDCSURCO0000000009600620;Saint-Aubin-des-Ormeaux;85198;1267;1331;85; ; ;Communauté de communes du Pays de Mortagne;85198
1189;BDCSURCO0000000009602290;Saint-Aubin-la-Plaine;85199;1162;525;85; ; ;Communauté de communes du Sud Vendée Littoral;85199
1190;BDCSURCO0000000009602300;Saint-Avaugourd-des-Landes;85200;2087;1029;85; ; ;Communauté de communes du Montierrois Talmondais;85200
1191;BDCSURCO0000000009602508;Saint-Benoist-sur-Mer;85201;1556;439;85; ; ;Communauté de communes du Montierrois Talmondais;85201
1192;BDCSURCO0000000009601490;Sainte-Cécile;85202;3205;1567;85; ; ;Communauté de communes du Pays de Chantonnay;85202
1193;BDCSURCO0000000009601283;Saint-Christophe-du-Ligneron;85204;4215;2536;85; ; ;Challans Gois Communauté;85204
1194;BDCSURCO0000000009602088;Saint-Cyr-des-Gâts;85205;2109;534;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85205
1195;BDCSURCO0000000009602506;Saint-Cyr-en-Talmondais;85206;1393;365;85; ; ;Communauté de communes du Montierrois Talmondais;85206
1196;BDCSURCO0000000009602733;Saint-Denis-du-Payré;85207;1631;384;85; ; ;Communauté de communes du Sud Vendée Littoral;85207
1197;BDCSURCO0000000009601278;Saint-Denis-la-Chevasse;85208;3986;2257;85; ; ;Communauté de communes de Vie et Boulogne;85208
1198;BDCSURCO0000000009602288;Saint-Etienne-de-Brillouet;85209;1896;574;85; ; ;Communauté de communes du Sud Vendée Littoral;85209
1199;BDCSURCO0000000009601067;Saint-Etienne-du-Bois;85210;2963;2106;85; ; ;Communauté de communes de Vie et Boulogne;85210
1200;BDCSURCO0000000009601898;Sainte-Flaive-des-Loups;85211;3628;2337;85; ; ;Communauté de communes Pays des Achards;85211
1201;BDCSURCO0000000009601894;Rives de l'Yon;85213;5452;4100;85;Rives de l'Yon;CN;La Roche sur Yon Agglomération;85213
1202;BDCSURCO0000000009602110;Sainte-Foy;85214;1572;1916;85; ; ;Les Sables d’Olonnes Agglomération;85214
1203;BDCSURCO0000000009601059;Saint-Fulgent;85215;3683;3776;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85215
1204;BDCSURCO0000000009602500;Sainte-Gemme-la-Plaine;85216;3554;2065;85; ; ;Communauté de communes du Sud Vendée Littoral;85216
1205;BDCSURCO0000000009600844;Saint-Georges-de-Montaigu;85217;3402;4217;85; ; ;Communauté de communes Montaigu-Rocheservière;85217
1206;BDCSURCO0000000009601699;Saint-Georges-de-Pointindoux;85218;1565;1622;85; ; ;Communauté de communes Pays des Achards;85218
1207;BDCSURCO0000000009601488;Saint-Germain-de-Prinçay;85220;2476;1506;85; ; ;Communauté de communes du Pays de Chantonnay;85220
1208;BDCSURCO0000000009600853;Saint-Gervais;85221;4253;2525;85; ; ;Challans Gois Communauté;85221
1209;BDCSURCO0000000009601505;Saint-Gilles-Croix-de-Vie;85222;1046;7530;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85222
1210;BDCSURCO0000000009602095;Sainte-Hermine;85223;3493;2870;85; ; ;Communauté de communes du Sud Vendée Littoral;85223
1211;BDCSURCO0000000009600629;Saint-Hilaire-de-Loulay;85224;4112;4453;85; ; ;Communauté de communes Montaigu-Rocheservière;85224
1212;BDCSURCO0000000009601507;Saint-Hilaire-de-Riez;85226;4884;11435;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85226
1213;BDCSURCO0000000009602488;Saint-Hilaire-des-Loges;85227;3531;1956;85; ; ;Communauté de communes Vendée Sèvre Autise;85227
1214;BDCSURCO0000000009602080;Saint-Hilaire-de-Voust;85229;1884;652;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85229
1215;BDCSURCO0000000009602512;Saint-Hilaire-la-Forêt;85231;1094;823;85; ; ;Communauté de communes du Montierrois Talmondais;85231
1216;BDCSURCO0000000009601694;Saint-Hilaire-le-Vouhis;85232;2918;1021;85; ; ;Communauté de communes du Pays de Chantonnay;85232
1217;BDCSURCO0000000009602291;Saint-Jean-de-Beugné;85233;1331;595;85; ; ;Communauté de communes du Sud Vendée Littoral;85233
1218;BDCSURCO0000000009601288;Saint-Jean-de-Monts;85234;6225;8485;85; ; ;Communauté de communes Océan Marais de Monts;85234
1219;BDCSURCO0000000009602091;Saint-Juire-Champgillon;85235;2070;408;85; ; ;Communauté de communes du Sud Vendée Littoral;85235
1220;BDCSURCO0000000009601902;Saint-Julien-des-Landes;85236;2845;1641;85; ; ;Communauté de communes Pays des Achards;85236
1221;BDCSURCO0000000009602089;Saint-Laurent-de-la-Salle;85237;1934;365;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85237
1222;BDCSURCO0000000009600837;Saint-Laurent-sur-Sèvre;85238;1549;3609;85; ; ;Communauté de communes du Pays de Mortagne;85238
1223;BDCSURCO0000000009601502;Saint-Maixent-sur-Vie;85239;1074;1025;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85239
1224;BDCSURCO0000000009600838;Saint-Malô-du-Bois;85240;1426;1566;85; ; ;Communauté de communes du Pays de Mortagne;85240
1225;BDCSURCO0000000009601055;Saint-Mars-la-Réorthe;85242;928;947;85; ; ;Communauté de communes du Pays des Herbiers;85242
1226;BDCSURCO0000000009601903;Brem-sur-Mer;85243;1617;2600;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85243
1227;BDCSURCO0000000009602492;Saint-Martin-de-Fraigneau;85244;1347;797;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85244
1228;BDCSURCO0000000009602090;Saint-Martin-des-Fontaines;85245;571;164;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85245
1229;BDCSURCO0000000009601492;Saint-Martin-des-Noyers;85246;4149;2287;85; ; ;Communauté de communes du Pays de Chantonnay;85246
1230;BDCSURCO0000000009600624;Saint-Martin-des-Tilleuls;85247;1410;1031;85; ; ;Communauté de communes du Pays de Mortagne;85247
1231;BDCSURCO0000000009602092;Saint-Martin-Lars-en-Sainte-Hermine;85248;1884;411;85; ; ;Communauté de communes du Sud Vendée Littoral;85248
1232;BDCSURCO0000000009602108;Saint-Mathurin;85250;2390;2179;85; ; ;Les Sables d’Olonnes Agglomération;85250
1233;BDCSURCO0000000009602082;Saint-Maurice-des-Noues;85251;2151;665;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85251
1234;BDCSURCO0000000009601883;Saint-Maurice-le-Girard;85252;1146;597;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85252
1235;BDCSURCO0000000009601267;Saint-Mesmin;85254;2646;1746;85; ; ;Communauté de communes du Pays de Pouzauges;85254
1236;BDCSURCO0000000009602963;Saint-Michel-en-l'Herm;85255;5785;2337;85; ; ;Communauté de communes du Sud Vendée Littoral;85255
1237;BDCSURCO0000000009602489;Saint-Michel-le-Cloucq;85256;1765;1313;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85256
1238;BDCSURCO0000000009601056;Saint-Paul-en-Pareds;85259;1229;1295;85; ; ;Communauté de communes du Pays des Herbiers;85259
1239;BDCSURCO0000000009601281;Saint-Paul-Mont-Penit;85260;1676;800;85; ; ;Communauté de communes de Vie et Boulogne;85260
1240;BDCSURCO0000000009602096;Sainte-Pexine;85261;1589;242;85; ; ;Communauté de communes du Sud Vendée Littoral;85261
1241;BDCSURCO0000000009600632;Saint-Philbert-de-Bouaine;85262;5056;3246;85; ; ;Communauté de communes Montaigu-Rocheservière;85262
1242;BDCSURCO0000000009601688;Saint-Pierre-du-Chemin;85264;2983;1344;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85264
1243;BDCSURCO0000000009602723;Saint-Pierre-le-Vieux;85265;2332;969;85; ; ;Communauté de communes Vendée Sèvre Autise;85265
1244;BDCSURCO0000000009601485;Saint-Prouant;85266;1295;1518;85; ; ;Communauté de communes du Pays de Chantonnay;85266
1245;BDCSURCO0000000009602959;Sainte-Radégonde-des-Noyers;85267;3141;882;85; ; ;Communauté de communes du Sud Vendée Littoral;85267
1246;BDCSURCO0000000009601503;Saint-Révérend;85268;1574;1410;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85268
1247;BDCSURCO0000000009602953;Saint-Sigismond;85269;1037;399;85; ; ;Communauté de communes Vendée Sèvre Autise;85269
1248;BDCSURCO0000000009601882;Saint-Sulpice-en-Pareds;85271;1332;415;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85271
1249;BDCSURCO0000000009600855;Saint-Urbain;85273;1653;1774;85; ; ;Challans Gois Communauté;85273
1250;BDCSURCO0000000009602287;Saint-Valérien;85274;1458;526;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85274
1251;BDCSURCO0000000009601489;Saint-Vincent-Sterlanges;85276;457;775;85; ; ;Communauté de communes du Pays de Chantonnay;85276
1252;BDCSURCO0000000009602298;Saint-Vincent-sur-Graon;85277;4880;1422;85; ; ;Communauté de communes du Montierrois Talmondais;85277
1253;BDCSURCO0000000009602513;Saint-Vincent-sur-Jard;85278;1462;1314;85; ; ;Communauté de communes du Montierrois Talmondais;85278
1254;BDCSURCO0000000009601072;Sallertaine;85280;4976;2934;85; ; ;Challans Gois Communauté;85280
1255;BDCSURCO0000000009602286;Sérigné;85281;1846;998;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85281
1256;BDCSURCO0000000009601693;Sigournais;85282;1846;861;85; ; ;Communauté de communes du Pays de Chantonnay;85282
1257;BDCSURCO0000000009601285;Soullans;85284;4138;4219;85; ; ;Communauté de communes Océan Marais de Monts;85284
1258;BDCSURCO0000000009602100;Le Tablier;85285;925;739;85; ; ;La Roche sur Yon Agglomération;85285
1259;BDCSURCO0000000009602730;La Taillée;85286;1155;566;85; ; ;Communauté de communes du Sud Vendée Littoral;85286
1260;BDCSURCO0000000009601692;Tallud-Sainte-Gemme;85287;1872;474;85; ; ;Communauté de communes du Pays de Pouzauges;85287
1261;BDCSURCO0000000009602514;Talmont-Saint-Hilaire;85288;9048;7286;85; ; ;Communauté de communes du Montierrois Talmondais;85288
1262;BDCSURCO0000000009601878;La Tardière;85289;2040;1310;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85289
1263;BDCSURCO0000000009602094;Thiré;85290;1160;570;85; ; ;Communauté de communes du Sud Vendée Littoral;85290
1264;BDCSURCO0000000009601892;Thorigny;85291;3209;1210;85; ; ;La Roche sur Yon Agglomération;85291
1265;BDCSURCO0000000009601884;Thouarsais-Bouildroux;85292;1737;751;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85292
1266;BDCSURCO0000000009600622;Tiffauges;85293;980;1614;85; ; ;Communauté de communes du Pays de Mortagne;85293
1267;BDCSURCO0000000009602737;La Tranche-sur-Mer;85294;2104;2818;85; ; ;Communauté de communes du Sud Vendée Littoral;85294
1268;BDCSURCO0000000009600626;Treize-Septiers;85295;2236;3096;85; ; ;Communauté de communes Montaigu-Rocheservière;85295
1269;BDCSURCO0000000009600835;Treize-Vents;85296;1907;1252;85; ; ;Communauté de communes du Pays de Mortagne;85296
1270;BDCSURCO0000000009602962;Triaize;85297;5715;1062;85; ; ;Communauté de communes du Sud Vendée Littoral;85297
1271;BDCSURCO0000000009601901;Vairé;85298;2829;1605;85; ; ;Les Sables d’Olonnes Agglomération;85298
1272;BDCSURCO0000000009602727;Velluire;85299;958;654;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85299
1273;BDCSURCO0000000009601696;Venansault;85300;4472;4610;85; ; ;La Roche sur Yon Agglomération;85300
1274;BDCSURCO0000000009601272;Vendrennes;85301;1716;1632;85; ; ;Communauté de communes du Pays des Herbiers;85301
1275;BDCSURCO0000000009600621;La Verrie;85302;4319;3879;85; ; ;Communauté de communes du Pays de Mortagne;85302
1276;BDCSURCO0000000009602957;Vix;85303;2882;1797;85; ; ;Communauté de communes Vendée Sèvre Autise;85303
1277;BDCSURCO0000000009602731;Vouillé-les-Marais;85304;905;765;85; ; ;Communauté de communes du Sud Vendée Littoral;85304
1278;BDCSURCO0000000009602086;Vouvant;85305;2042;861;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85305
1279;BDCSURCO0000000009602490;Xanton-Chassenon;85306;1935;725;85; ; ;Communauté de communes Vendée Sèvre Autise;85306
1280;BDCSURCO0000000009602964;La Faute-sur-Mer;85307;726;684;85; ; ;Communauté de communes du Sud Vendée Littoral;85307
1281; ;Sure;61476;1744;300;61; ; ; ;61476
1282; ;Origny-le-Roux;61319;1412;300;61; ; ; ;61319
